Año,Mes,Fecha_Pub_DOF,Clave ciudad,Nombre ciudad,División,Grupo,Clase,Subclase,Clave genérico,Genérico,Consecutivo,Especificación,Precio promedio,Cantidad,Unidad,Estatus
2023,10,23/11/2023 12:00:00 a. m.,40,"Cuernavaca, Mor.","1. Alimentos, bebidas y tabaco",1.1. Alimentos,1.1.2. Carnes,05 Carne de ave,22,Pollo,9,"EN PZAS, ALAS, A GRANEL                                     ",58.5,1,KG    ,
2023,10,23/11/2023 12:00:00 a. m.,40,"Cuernavaca, Mor.","1. Alimentos, bebidas y tabaco",1.1. Alimentos,1.1.2. Carnes,05 Carne de ave,22,Pollo,10,"EN PZAS, PECHUGA, C/HUESO, A GRANEL                         ",87.5,1,KG    ,
2023,10,23/11/2023 12:00:00 a. m.,40,"Cuernavaca, Mor.","1. Alimentos, bebidas y tabaco",1.1. Alimentos,1.1.2. Carnes,05 Carne de ave,22,Pollo,11,"ENTERO, A GRANEL                                            ",54.5,1,KG    ,
2023,10,23/11/2023 12:00:00 a. m.,40,"Cuernavaca, Mor.","1. Alimentos, bebidas y tabaco",1.1. Alimentos,1.1.2. Carnes,05 Carne de ave,22,Pollo,12,"GUMARO MP, ENTERO, A GRANEL                                 ",65,1,KG    ,
2023,10,23/11/2023 12:00:00 a. m.,40,"Cuernavaca, Mor.","1. Alimentos, bebidas y tabaco",1.1. Alimentos,1.1.2. Carnes,05 Carne de ave,22,Pollo,13,"EN PZAS, PECHUGA, A GRANEL                                  ",100,1,KG    ,
2023,10,23/11/2023 12:00:00 a. m.,40,"Cuernavaca, Mor.","1. Alimentos, bebidas y tabaco",1.1. Alimentos,1.1.2. Carnes,05 Carne de ave,22,Pollo,14,"EN PZAS, ALAS, A GRANEL                                     ",70,1,KG    ,
2023,10,23/11/2023 12:00:00 a. m.,40,"Cuernavaca, Mor.","1. Alimentos, bebidas y tabaco",1.1. Alimentos,1.1.2. Carnes,05 Carne de ave,22,Pollo,15,"EN PZAS, PECHUGA, A GRANEL                                  ",91.25,1,KG    ,
2023,10,23/11/2023 12:00:00 a. m.,40,"Cuernavaca, Mor.","1. Alimentos, bebidas y tabaco",1.1. Alimentos,1.1.2. Carnes,05 Carne de ave,22,Pollo,16,"EN PZAS, ALAS, A GRANEL                                     ",90,1,KG    ,
2023,10,23/11/2023 12:00:00 a. m.,40,"Cuernavaca, Mor.","1. Alimentos, bebidas y tabaco",1.1. Alimentos,1.1.2. Carnes,05 Carne de ave,22,Pollo,17,"EN PZAS, PIERNA, A GRANEL                                   ",55,1,KG    ,
2023,10,23/11/2023 12:00:00 a. m.,40,"Cuernavaca, Mor.","1. Alimentos, bebidas y tabaco",1.1. Alimentos,1.1.2. Carnes,05 Carne de ave,22,Pollo,18,"EN PZAS, ALAS, A GRANEL                                     ",81.25,1,KG    ,
2023,10,23/11/2023 12:00:00 a. m.,40,"Cuernavaca, Mor.","1. Alimentos, bebidas y tabaco",1.1. Alimentos,1.1.2. Carnes,05 Carne de ave,22,Pollo,19,"EN PZAS, MUSLO, A GRANEL                                    ",58,1,KG    ,
2023,10,23/11/2023 12:00:00 a. m.,40,"Cuernavaca, Mor.","1. Alimentos, bebidas y tabaco",1.1. Alimentos,1.1.2. Carnes,05 Carne de ave,22,Pollo,20,"ENTERO, A GRANEL                                            ",55,1,KG    ,
2023,10,23/11/2023 12:00:00 a. m.,40,"Cuernavaca, Mor.","1. Alimentos, bebidas y tabaco",1.1. Alimentos,1.1.2. Carnes,05 Carne de ave,22,Pollo,21,"EN PZAS, ALAS, A GRANEL                                     ",75,1,KG    ,
2023,10,23/11/2023 12:00:00 a. m.,40,"Cuernavaca, Mor.","1. Alimentos, bebidas y tabaco",1.1. Alimentos,"1.1.4. Leche, derivados de leche y huevo",14 Huevo,32,Huevo,1,"SAN JUAN, BLANCO, PAQ DE 18 PZAS                            ",51,1,PAQ   ,
2023,10,23/11/2023 12:00:00 a. m.,40,"Cuernavaca, Mor.","1. Alimentos, bebidas y tabaco",1.1. Alimentos,"1.1.4. Leche, derivados de leche y huevo",14 Huevo,32,Huevo,2,"BLANCO, A GRANEL                                            ",42.5,1,KG    ,
2023,10,23/11/2023 12:00:00 a. m.,40,"Cuernavaca, Mor.","1. Alimentos, bebidas y tabaco",1.1. Alimentos,"1.1.4. Leche, derivados de leche y huevo",14 Huevo,32,Huevo,3,"BLANCO, A GRANEL                                            ",39,1,KG    ,
2023,10,23/11/2023 12:00:00 a. m.,40,"Cuernavaca, Mor.","1. Alimentos, bebidas y tabaco",1.1. Alimentos,"1.1.4. Leche, derivados de leche y huevo",14 Huevo,32,Huevo,4,"BLANCO, A GRANEL                                            ",40.75,1,KG    ,
2023,10,23/11/2023 12:00:00 a. m.,40,"Cuernavaca, Mor.","1. Alimentos, bebidas y tabaco",1.1. Alimentos,"1.1.4. Leche, derivados de leche y huevo",14 Huevo,32,Huevo,5,"EL CALVARIO, BLANCO, A GRANEL                               ",41.6,1,KG    ,
2023,10,23/11/2023 12:00:00 a. m.,40,"Cuernavaca, Mor.","1. Alimentos, bebidas y tabaco",1.1. Alimentos,"1.1.4. Leche, derivados de leche y huevo",14 Huevo,32,Huevo,6,"SACAMECATE, BLANCO, A GRANEL                                ",45,1,KG    ,
2023,10,23/11/2023 12:00:00 a. m.,40,"Cuernavaca, Mor.","1. Alimentos, bebidas y tabaco",1.1. Alimentos,"1.1.4. Leche, derivados de leche y huevo",11 Leche pasteurizada y fresca,36,Leche pasteurizada y fresca,1,"FORTI LECHE, RECONSTITUIDA, BOTE DE 1 LT                    ",21.5,1,LT    ,
2023,10,23/11/2023 12:00:00 a. m.,40,"Cuernavaca, Mor.","1. Alimentos, bebidas y tabaco",1.1. Alimentos,"1.1.4. Leche, derivados de leche y huevo",11 Leche pasteurizada y fresca,36,Leche pasteurizada y fresca,2,"GREAT VALUE MP, ULTRAPASTEURIZADA, BOTE DE 1 LT             ",23.5,1,LT    ,
2023,10,23/11/2023 12:00:00 a. m.,40,"Cuernavaca, Mor.","1. Alimentos, bebidas y tabaco",1.1. Alimentos,"1.1.4. Leche, derivados de leche y huevo",11 Leche pasteurizada y fresca,36,Leche pasteurizada y fresca,3,"ALPURA, SABORIZADA, DE FRESA, BOTE DE 1 LT                  ",29.63,1,LT    ,
2023,10,23/11/2023 12:00:00 a. m.,40,"Cuernavaca, Mor.","1. Alimentos, bebidas y tabaco",1.1. Alimentos,"1.1.4. Leche, derivados de leche y huevo",11 Leche pasteurizada y fresca,36,Leche pasteurizada y fresca,4,"LALA, PASTEURIZADA, ENTERA, BOTE DE 1.8 L ( 1800 ML)        ",25,1,LT    ,
2023,10,23/11/2023 12:00:00 a. m.,40,"Cuernavaca, Mor.","1. Alimentos, bebidas y tabaco",1.1. Alimentos,"1.1.4. Leche, derivados de leche y huevo",11 Leche pasteurizada y fresca,36,Leche pasteurizada y fresca,5,"ALPURA, PASTEURIZADA, ENTERA, CLASICA, BOTE DE 1 LT         ",25,1,LT    ,
2023,10,23/11/2023 12:00:00 a. m.,40,"Cuernavaca, Mor.","1. Alimentos, bebidas y tabaco",1.1. Alimentos,"1.1.4. Leche, derivados de leche y huevo",11 Leche pasteurizada y fresca,36,Leche pasteurizada y fresca,6,"LALA, PASTEURIZADA, BOTE DE 1 LT                            ",26.05,1,LT    ,
2023,10,23/11/2023 12:00:00 a. m.,40,"Cuernavaca, Mor.","1. Alimentos, bebidas y tabaco",1.1. Alimentos,"1.1.4. Leche, derivados de leche y huevo",11 Leche pasteurizada y fresca,36,Leche pasteurizada y fresca,7,"ALPURA, PASTEURIZADA, BOTE DE 1 LT                          ",29,1,LT    ,
2023,10,23/11/2023 12:00:00 a. m.,40,"Cuernavaca, Mor.","1. Alimentos, bebidas y tabaco",1.1. Alimentos,"1.1.4. Leche, derivados de leche y huevo",11 Leche pasteurizada y fresca,36,Leche pasteurizada y fresca,8,"LALA, PASTEURIZADA, ENTERA, BOTE DE 1 LT                    ",26.5,1,LT    ,
2023,10,23/11/2023 12:00:00 a. m.,40,"Cuernavaca, Mor.","1. Alimentos, bebidas y tabaco",1.1. Alimentos,1.1.6. Frutas y hortalizas,16 Frutas frescas,46,Aguacate,1,"HASS, A GRANEL                                              ",51.88,1,KG    ,
2023,10,23/11/2023 12:00:00 a. m.,40,"Cuernavaca, Mor.","1. Alimentos, bebidas y tabaco",1.1. Alimentos,1.1.6. Frutas y hortalizas,16 Frutas frescas,46,Aguacate,2,"HASS, A GRANEL                                              ",53.93,1,KG    ,
2023,10,23/11/2023 12:00:00 a. m.,40,"Cuernavaca, Mor.","1. Alimentos, bebidas y tabaco",1.1. Alimentos,1.1.6. Frutas y hortalizas,16 Frutas frescas,46,Aguacate,3,"HASS, A GRANEL                                              ",51.25,1,KG    ,
2023,10,23/11/2023 12:00:00 a. m.,40,"Cuernavaca, Mor.","1. Alimentos, bebidas y tabaco",1.1. Alimentos,1.1.6. Frutas y hortalizas,16 Frutas frescas,46,Aguacate,4,"HASS, A GRANEL                                              ",68,1,KG    ,
2023,10,23/11/2023 12:00:00 a. m.,40,"Cuernavaca, Mor.","1. Alimentos, bebidas y tabaco",1.1. Alimentos,1.1.6. Frutas y hortalizas,16 Frutas frescas,46,Aguacate,5,"HASS, A GRANEL                                              ",62.86,1,KG    ,
2023,10,23/11/2023 12:00:00 a. m.,40,"Cuernavaca, Mor.","1. Alimentos, bebidas y tabaco",1.1. Alimentos,1.1.6. Frutas y hortalizas,16 Frutas frescas,46,Aguacate,6,"HASS, A GRANEL                                              ",68.75,1,KG    ,
2023,10,23/11/2023 12:00:00 a. m.,40,"Cuernavaca, Mor.","1. Alimentos, bebidas y tabaco",1.1. Alimentos,1.1.6. Frutas y hortalizas,16 Frutas frescas,46,Aguacate,7,"HASS, A GRANEL                                              ",51.25,1,KG    ,
2023,10,23/11/2023 12:00:00 a. m.,40,"Cuernavaca, Mor.","1. Alimentos, bebidas y tabaco",1.1. Alimentos,1.1.6. Frutas y hortalizas,16 Frutas frescas,46,Aguacate,8,"HASS, A GRANEL                                              ",63.75,1,KG    ,
2023,10,23/11/2023 12:00:00 a. m.,40,"Cuernavaca, Mor.","1. Alimentos, bebidas y tabaco",1.1. Alimentos,1.1.6. Frutas y hortalizas,16 Frutas frescas,49,Limón,1,"AGRIO, A GRANEL                                             ",53.88,1,KG    ,
2023,10,23/11/2023 12:00:00 a. m.,40,"Cuernavaca, Mor.","1. Alimentos, bebidas y tabaco",1.1. Alimentos,1.1.6. Frutas y hortalizas,16 Frutas frescas,49,Limón,2,"PERSA, A GRANEL                                             ",46.33,1,KG    ,
2023,10,23/11/2023 12:00:00 a. m.,40,"Cuernavaca, Mor.","1. Alimentos, bebidas y tabaco",1.1. Alimentos,1.1.6. Frutas y hortalizas,16 Frutas frescas,49,Limón,3,"PERSA, A GRANEL                                             ",31.25,1,KG    ,
2023,10,23/11/2023 12:00:00 a. m.,40,"Cuernavaca, Mor.","1. Alimentos, bebidas y tabaco",1.1. Alimentos,1.1.6. Frutas y hortalizas,16 Frutas frescas,49,Limón,4,"AGRIO, A GRANEL                                             ",36.25,1,KG    ,
2023,10,23/11/2023 12:00:00 a. m.,40,"Cuernavaca, Mor.","1. Alimentos, bebidas y tabaco",1.1. Alimentos,1.1.6. Frutas y hortalizas,16 Frutas frescas,49,Limón,5,"PERSA, A GRANEL                                             ",29.75,1,KG    ,
2023,10,23/11/2023 12:00:00 a. m.,40,"Cuernavaca, Mor.","1. Alimentos, bebidas y tabaco",1.1. Alimentos,1.1.6. Frutas y hortalizas,16 Frutas frescas,49,Limón,6,"AGRIO, A GRANEL                                             ",31.99,1,KG    ,
2023,10,23/11/2023 12:00:00 a. m.,40,"Cuernavaca, Mor.","1. Alimentos, bebidas y tabaco",1.1. Alimentos,1.1.6. Frutas y hortalizas,16 Frutas frescas,49,Limón,7,"PERSA, A GRANEL                                             ",21.5,1,KG    ,
2023,10,23/11/2023 12:00:00 a. m.,40,"Cuernavaca, Mor.","1. Alimentos, bebidas y tabaco",1.1. Alimentos,1.1.6. Frutas y hortalizas,16 Frutas frescas,49,Limón,8,"PERSA, A GRANEL                                             ",25,1,KG    ,
2023,10,23/11/2023 12:00:00 a. m.,40,"Cuernavaca, Mor.","1. Alimentos, bebidas y tabaco",1.1. Alimentos,1.1.6. Frutas y hortalizas,16 Frutas frescas,49,Limón,9,"AGRIO, A GRANEL                                             ",65,1,KG    ,
2023,10,23/11/2023 12:00:00 a. m.,40,"Cuernavaca, Mor.","1. Alimentos, bebidas y tabaco",1.1. Alimentos,1.1.6. Frutas y hortalizas,16 Frutas frescas,52,Naranja,1,"VALENCIA, A GRANEL                                          ",28.35,1,KG    ,
2023,10,23/11/2023 12:00:00 a. m.,40,"Cuernavaca, Mor.","1. Alimentos, bebidas y tabaco",1.1. Alimentos,1.1.6. Frutas y hortalizas,16 Frutas frescas,52,Naranja,2,"VALENCIA, A GRANEL                                          ",27.93,1,KG    ,
2023,10,23/11/2023 12:00:00 a. m.,40,"Cuernavaca, Mor.","1. Alimentos, bebidas y tabaco",1.1. Alimentos,1.1.6. Frutas y hortalizas,16 Frutas frescas,52,Naranja,3,"VALENCIA, A GRANEL                                          ",20.38,1,KG    ,
2023,10,23/11/2023 12:00:00 a. m.,40,"Cuernavaca, Mor.","1. Alimentos, bebidas y tabaco",1.1. Alimentos,1.1.6. Frutas y hortalizas,16 Frutas frescas,52,Naranja,4,"VALENCIA, A GRANEL                                          ",12,1,KG    ,
2023,10,23/11/2023 12:00:00 a. m.,40,"Cuernavaca, Mor.","1. Alimentos, bebidas y tabaco",1.1. Alimentos,1.1.6. Frutas y hortalizas,16 Frutas frescas,52,Naranja,5,"VALENCIA, A GRANEL                                          ",24.88,1,KG    ,
2023,10,23/11/2023 12:00:00 a. m.,40,"Cuernavaca, Mor.","1. Alimentos, bebidas y tabaco",1.1. Alimentos,1.1.6. Frutas y hortalizas,16 Frutas frescas,52,Naranja,6,"VALENCIA, A GRANEL                                          ",12.5,1,KG    ,
2023,10,23/11/2023 12:00:00 a. m.,40,"Cuernavaca, Mor.","1. Alimentos, bebidas y tabaco",1.1. Alimentos,1.1.6. Frutas y hortalizas,16 Frutas frescas,52,Naranja,7,"VALENCIA, A GRANEL                                          ",13,1,KG    ,
2023,10,23/11/2023 12:00:00 a. m.,40,"Cuernavaca, Mor.","1. Alimentos, bebidas y tabaco",1.1. Alimentos,1.1.6. Frutas y hortalizas,16 Frutas frescas,52,Naranja,8,"VALENCIA, A GRANEL                                          ",25,1,KG    ,
2023,10,23/11/2023 12:00:00 a. m.,40,"Cuernavaca, Mor.","1. Alimentos, bebidas y tabaco",1.1. Alimentos,1.1.6. Frutas y hortalizas,16 Frutas frescas,52,Naranja,9,"VALENCIA, A GRANEL                                          ",12.88,1,KG    ,
2023,10,23/11/2023 12:00:00 a. m.,40,"Cuernavaca, Mor.","1. Alimentos, bebidas y tabaco",1.1. Alimentos,1.1.6. Frutas y hortalizas,16 Frutas frescas,55,Papaya,1,"MARADOL, A GRANEL                                           ",28.72,1,KG    ,
2023,10,23/11/2023 12:00:00 a. m.,40,"Cuernavaca, Mor.","1. Alimentos, bebidas y tabaco",1.1. Alimentos,1.1.6. Frutas y hortalizas,16 Frutas frescas,55,Papaya,2,"MARADOL, A GRANEL                                           ",26.9,1,KG    ,
2023,10,23/11/2023 12:00:00 a. m.,40,"Cuernavaca, Mor.","1. Alimentos, bebidas y tabaco",1.1. Alimentos,1.1.6. Frutas y hortalizas,16 Frutas frescas,55,Papaya,3,"MARADOL, A GRANEL                                           ",25.9,1,KG    ,
2023,10,23/11/2023 12:00:00 a. m.,40,"Cuernavaca, Mor.","1. Alimentos, bebidas y tabaco",1.1. Alimentos,1.1.6. Frutas y hortalizas,16 Frutas frescas,55,Papaya,4,"MARADOL, A GRANEL                                           ",25.5,1,KG    ,
2023,10,23/11/2023 12:00:00 a. m.,40,"Cuernavaca, Mor.","1. Alimentos, bebidas y tabaco",1.1. Alimentos,1.1.6. Frutas y hortalizas,16 Frutas frescas,55,Papaya,5,"MARADOL, A GRANEL                                           ",24.85,1,KG    ,
2023,10,23/11/2023 12:00:00 a. m.,40,"Cuernavaca, Mor.","1. Alimentos, bebidas y tabaco",1.1. Alimentos,1.1.6. Frutas y hortalizas,16 Frutas frescas,55,Papaya,6,"MARADOL, A GRANEL                                           ",22,1,KG    ,
2023,10,23/11/2023 12:00:00 a. m.,40,"Cuernavaca, Mor.","1. Alimentos, bebidas y tabaco",1.1. Alimentos,1.1.6. Frutas y hortalizas,16 Frutas frescas,55,Papaya,7,"MARADOL, A GRANEL                                           ",24.75,1,KG    ,
2023,10,23/11/2023 12:00:00 a. m.,40,"Cuernavaca, Mor.","1. Alimentos, bebidas y tabaco",1.1. Alimentos,1.1.6. Frutas y hortalizas,16 Frutas frescas,55,Papaya,8,"MARADOL, A GRANEL                                           ",22,1,KG    ,
2023,10,23/11/2023 12:00:00 a. m.,40,"Cuernavaca, Mor.","1. Alimentos, bebidas y tabaco",1.1. Alimentos,1.1.6. Frutas y hortalizas,16 Frutas frescas,58,Plátanos,1,"TABASCO, A GRANEL                                           ",19.63,1,KG    ,
2023,10,23/11/2023 12:00:00 a. m.,40,"Cuernavaca, Mor.","1. Alimentos, bebidas y tabaco",1.1. Alimentos,1.1.6. Frutas y hortalizas,16 Frutas frescas,58,Plátanos,2,"DOMINICO, A GRANEL                                          ",16.63,1,KG    ,
2023,10,23/11/2023 12:00:00 a. m.,40,"Cuernavaca, Mor.","1. Alimentos, bebidas y tabaco",1.1. Alimentos,1.1.6. Frutas y hortalizas,16 Frutas frescas,58,Plátanos,3,"TABASCO, A GRANEL                                           ",19.83,1,KG    ,
2023,10,23/11/2023 12:00:00 a. m.,40,"Cuernavaca, Mor.","1. Alimentos, bebidas y tabaco",1.1. Alimentos,1.1.6. Frutas y hortalizas,16 Frutas frescas,58,Plátanos,4,"MACHO, A GRANEL                                             ",27.75,1,KG    ,
2023,10,23/11/2023 12:00:00 a. m.,40,"Cuernavaca, Mor.","1. Alimentos, bebidas y tabaco",1.1. Alimentos,1.1.6. Frutas y hortalizas,16 Frutas frescas,58,Plátanos,5,"TABASCO, A GRANEL                                           ",19.83,1,KG    ,
2023,10,23/11/2023 12:00:00 a. m.,40,"Cuernavaca, Mor.","1. Alimentos, bebidas y tabaco",1.1. Alimentos,1.1.6. Frutas y hortalizas,16 Frutas frescas,58,Plátanos,6,"TABASCO, A GRANEL                                           ",17.5,1,KG    ,
2023,10,23/11/2023 12:00:00 a. m.,40,"Cuernavaca, Mor.","1. Alimentos, bebidas y tabaco",1.1. Alimentos,1.1.6. Frutas y hortalizas,16 Frutas frescas,58,Plátanos,7,"TABASCO, A GRANEL                                           ",15,1,KG    ,
2023,10,23/11/2023 12:00:00 a. m.,40,"Cuernavaca, Mor.","1. Alimentos, bebidas y tabaco",1.1. Alimentos,1.1.6. Frutas y hortalizas,17 Hortalizas frescas,62,Cebolla,1,"BLANCA, A GRANEL                                            ",24,1,KG    ,
2023,10,23/11/2023 12:00:00 a. m.,40,"Cuernavaca, Mor.","1. Alimentos, bebidas y tabaco",1.1. Alimentos,1.1.6. Frutas y hortalizas,17 Hortalizas frescas,62,Cebolla,2,"BLANCA, A GRANEL                                            ",32.08,1,KG    ,
2023,10,23/11/2023 12:00:00 a. m.,40,"Cuernavaca, Mor.","1. Alimentos, bebidas y tabaco",1.1. Alimentos,1.1.6. Frutas y hortalizas,17 Hortalizas frescas,62,Cebolla,3,"BLANCA, A GRANEL                                            ",36.65,1,KG    ,
2023,10,23/11/2023 12:00:00 a. m.,40,"Cuernavaca, Mor.","1. Alimentos, bebidas y tabaco",1.1. Alimentos,1.1.6. Frutas y hortalizas,17 Hortalizas frescas,62,Cebolla,4,"BLANCA, A GRANEL                                            ",21.18,1,KG    ,
2023,10,23/11/2023 12:00:00 a. m.,40,"Cuernavaca, Mor.","1. Alimentos, bebidas y tabaco",1.1. Alimentos,1.1.6. Frutas y hortalizas,17 Hortalizas frescas,62,Cebolla,5,"BLANCA, A GRANEL                                            ",26.5,1,KG    ,
2023,10,23/11/2023 12:00:00 a. m.,40,"Cuernavaca, Mor.","1. Alimentos, bebidas y tabaco",1.1. Alimentos,1.1.6. Frutas y hortalizas,17 Hortalizas frescas,62,Cebolla,6,"BLANCA, A GRANEL                                            ",21.75,1,KG    ,
2023,10,23/11/2023 12:00:00 a. m.,40,"Cuernavaca, Mor.","1. Alimentos, bebidas y tabaco",1.1. Alimentos,1.1.6. Frutas y hortalizas,17 Hortalizas frescas,62,Cebolla,7,"BLANCA, A GRANEL                                            ",16.75,1,KG    ,
2023,10,23/11/2023 12:00:00 a. m.,40,"Cuernavaca, Mor.","1. Alimentos, bebidas y tabaco",1.1. Alimentos,1.1.6. Frutas y hortalizas,17 Hortalizas frescas,62,Cebolla,8,"MORADA, A GRANEL                                            ",31.25,1,KG    ,
2023,10,23/11/2023 12:00:00 a. m.,40,"Cuernavaca, Mor.","1. Alimentos, bebidas y tabaco",1.1. Alimentos,1.1.6. Frutas y hortalizas,17 Hortalizas frescas,62,Cebolla,9,"BLANCA, A GRANEL                                            ",23.75,1,KG    ,
2023,10,23/11/2023 12:00:00 a. m.,40,"Cuernavaca, Mor.","1. Alimentos, bebidas y tabaco",1.1. Alimentos,1.1.6. Frutas y hortalizas,18 Legumbres secas,69,Frijol,1,"PERUANO, A GRANEL                                           ",46,1,KG    ,
2023,10,23/11/2023 12:00:00 a. m.,40,"Cuernavaca, Mor.","1. Alimentos, bebidas y tabaco",1.1. Alimentos,1.1.6. Frutas y hortalizas,18 Legumbres secas,69,Frijol,2,"NEGRO, AMERICANO, A GRANEL                                  ",39,1,KG    ,
2023,10,23/11/2023 12:00:00 a. m.,40,"Cuernavaca, Mor.","1. Alimentos, bebidas y tabaco",1.1. Alimentos,1.1.6. Frutas y hortalizas,18 Legumbres secas,69,Frijol,3,"VERDE VALLE, PINTO, BOLSA DE 900 GR                         ",51,1,KG    ,
2023,10,23/11/2023 12:00:00 a. m.,40,"Cuernavaca, Mor.","1. Alimentos, bebidas y tabaco",1.1. Alimentos,1.1.6. Frutas y hortalizas,18 Legumbres secas,69,Frijol,4,"MP, PINTO, BOLSA DE 900 GR                                  ",33.33,1,KG    ,
2023,10,23/11/2023 12:00:00 a. m.,40,"Cuernavaca, Mor.","1. Alimentos, bebidas y tabaco",1.1. Alimentos,1.1.6. Frutas y hortalizas,18 Legumbres secas,69,Frijol,5,"PERUANO, A GRANEL                                           ",40,1,KG    ,
2023,10,23/11/2023 12:00:00 a. m.,40,"Cuernavaca, Mor.","1. Alimentos, bebidas y tabaco",1.1. Alimentos,1.1.6. Frutas y hortalizas,18 Legumbres secas,69,Frijol,6,"PERUANO, A GRANEL                                           ",48.5,1,KG    ,
2023,10,23/11/2023 12:00:00 a. m.,40,"Cuernavaca, Mor.","1. Alimentos, bebidas y tabaco",1.1. Alimentos,1.1.6. Frutas y hortalizas,18 Legumbres secas,69,Frijol,7,"PINTO, A GRANEL                                             ",33.63,1,KG    ,
2023,10,23/11/2023 12:00:00 a. m.,40,"Cuernavaca, Mor.","1. Alimentos, bebidas y tabaco",1.1. Alimentos,1.1.6. Frutas y hortalizas,18 Legumbres secas,69,Frijol,8,"EL PATRON, PERUANO, A GRANEL                                ",42,1,KG    ,
2023,10,23/11/2023 12:00:00 a. m.,40,"Cuernavaca, Mor.","1. Alimentos, bebidas y tabaco",1.1. Alimentos,1.1.6. Frutas y hortalizas,18 Legumbres secas,69,Frijol,9,"NOR VER, NEGRO, PAQ DE 900 GR                               ",28.89,1,KG    ,
2023,10,23/11/2023 12:00:00 a. m.,40,"Cuernavaca, Mor.","1. Alimentos, bebidas y tabaco",1.1. Alimentos,1.1.6. Frutas y hortalizas,18 Legumbres secas,69,Frijol,10,"FLOR DE MAYO, A GRANEL                                      ",38.5,1,KG    ,
2023,10,23/11/2023 12:00:00 a. m.,40,"Cuernavaca, Mor.","1. Alimentos, bebidas y tabaco",1.1. Alimentos,1.1.6. Frutas y hortalizas,18 Legumbres secas,69,Frijol,11,"PINTO, A GRANEL                                             ",34,1,KG    ,
2023,10,23/11/2023 12:00:00 a. m.,40,"Cuernavaca, Mor.","1. Alimentos, bebidas y tabaco",1.1. Alimentos,1.1.6. Frutas y hortalizas,18 Legumbres secas,69,Frijol,12,"FLOR DE MAYO, A GRANEL                                      ",42,1,KG    ,
2023,10,23/11/2023 12:00:00 a. m.,40,"Cuernavaca, Mor.","1. Alimentos, bebidas y tabaco",1.1. Alimentos,1.1.6. Frutas y hortalizas,18 Legumbres secas,69,Frijol,13,"PERUANO, A GRANEL                                           ",42.88,1,KG    ,
2023,10,23/11/2023 12:00:00 a. m.,40,"Cuernavaca, Mor.","1. Alimentos, bebidas y tabaco",1.1. Alimentos,1.1.6. Frutas y hortalizas,18 Legumbres secas,69,Frijol,14,"PERUANO, A GRANEL                                           ",41,1,KG    ,
2023,10,23/11/2023 12:00:00 a. m.,40,"Cuernavaca, Mor.","1. Alimentos, bebidas y tabaco",1.1. Alimentos,1.1.6. Frutas y hortalizas,18 Legumbres secas,69,Frijol,15,"PERUANO, A GRANEL                                           ",54,1,KG    ,
2023,10,23/11/2023 12:00:00 a. m.,40,"Cuernavaca, Mor.","1. Alimentos, bebidas y tabaco",1.1. Alimentos,1.1.6. Frutas y hortalizas,18 Legumbres secas,69,Frijol,16,"PERUANO, A GRANEL                                           ",41,1,KG    ,
2023,10,23/11/2023 12:00:00 a. m.,40,"Cuernavaca, Mor.","1. Alimentos, bebidas y tabaco",1.1. Alimentos,1.1.6. Frutas y hortalizas,17 Hortalizas frescas,71,Jitomate,1,"BOLA, A GRANEL                                              ",25.59,1,KG    ,
2023,10,23/11/2023 12:00:00 a. m.,40,"Cuernavaca, Mor.","1. Alimentos, bebidas y tabaco",1.1. Alimentos,1.1.6. Frutas y hortalizas,17 Hortalizas frescas,71,Jitomate,2,"SALADETTE, A GRANEL                                         ",30.7,1,KG    ,
2023,10,23/11/2023 12:00:00 a. m.,40,"Cuernavaca, Mor.","1. Alimentos, bebidas y tabaco",1.1. Alimentos,1.1.6. Frutas y hortalizas,17 Hortalizas frescas,71,Jitomate,3,"SALADETTE, A GRANEL                                         ",24.75,1,KG    ,
2023,10,23/11/2023 12:00:00 a. m.,40,"Cuernavaca, Mor.","1. Alimentos, bebidas y tabaco",1.1. Alimentos,1.1.6. Frutas y hortalizas,17 Hortalizas frescas,71,Jitomate,4,"SALADETTE, A GRANEL                                         ",22.75,1,KG    ,
2023,10,23/11/2023 12:00:00 a. m.,40,"Cuernavaca, Mor.","1. Alimentos, bebidas y tabaco",1.1. Alimentos,1.1.6. Frutas y hortalizas,17 Hortalizas frescas,71,Jitomate,5,"SALADETTE, A GRANEL                                         ",26.25,1,KG    ,
2023,10,23/11/2023 12:00:00 a. m.,40,"Cuernavaca, Mor.","1. Alimentos, bebidas y tabaco",1.1. Alimentos,1.1.6. Frutas y hortalizas,17 Hortalizas frescas,71,Jitomate,6,"SALADETTE, A GRANEL                                         ",23.75,1,KG    ,
2023,10,23/11/2023 12:00:00 a. m.,40,"Cuernavaca, Mor.","1. Alimentos, bebidas y tabaco",1.1. Alimentos,1.1.6. Frutas y hortalizas,17 Hortalizas frescas,71,Jitomate,7,"SALADETTE, A GRANEL                                         ",32,1,KG    ,
2023,10,23/11/2023 12:00:00 a. m.,40,"Cuernavaca, Mor.","1. Alimentos, bebidas y tabaco",1.1. Alimentos,1.1.6. Frutas y hortalizas,17 Hortalizas frescas,71,Jitomate,8,"SALADETTE, A GRANEL                                         ",23.5,1,KG    ,
