"student_id","age","gender","high_school_gpa","sat_score","university_ranking","university_gpa","field_of_study","internships_completed","projects_completed","certifications","soft_skills_score","networking_score","job_offers","starting_salary","career_satisfaction","years_to_promotion","current_job_level","work_life_balance","entrepreneurship","starting_salary_category"
"S00703",27,"Female",3.45,1183,852,3.33,"Medicine",2,3,5,1,9,2,59200,10,3,"Mid",10,"No","Medio"
"S00704",29,"Male",2.87,1415,443,2.74,"Medicine",1,7,0,6,6,5,48400,6,3,"Entry",1,"No","Medio"
"S00707",22,"Male",2.6,1136,872,2.21,"Medicine",3,2,5,3,4,3,62700,5,2,"Entry",2,"No","Alto"
"S00709",29,"Female",3,1313,840,3.91,"Mathematics",3,2,4,7,6,2,40100,1,4,"Mid",7,"No","Medio"
"S00716",19,"Male",2.15,1475,528,3.57,"Medicine",4,6,3,7,2,5,60000,1,1,"Entry",2,"Yes","Alto"
"S00717",26,"Female",2.21,1349,308,3.34,"Mathematics",1,1,5,8,6,2,27000,5,1,"Mid",6,"Yes","Bajo"
"S00718",18,"Female",3.63,1279,965,3.2,"Mathematics",3,5,0,1,9,1,58500,3,4,"Mid",7,"No","Medio"
"S00719",18,"Male",2.08,1598,948,2.38,"Medicine",1,9,3,5,3,4,36800,2,4,"Entry",8,"Yes","Medio"
"S00725",26,"Female",3.04,1153,810,2.73,"Mathematics",1,6,0,6,2,3,53100,5,2,"Entry",4,"No","Medio"
"S00728",27,"Male",2.23,1343,205,3.57,"Medicine",2,3,3,3,1,5,40900,9,4,"Mid",7,"No","Medio"
"S00732",25,"Male",3.42,948,721,3.24,"Mathematics",2,8,0,10,5,0,66700,2,1,"Entry",8,"No","Alto"
"S00733",29,"Male",2.73,1348,636,3.63,"Mathematics",3,9,1,4,3,3,43200,7,3,"Entry",4,"No","Medio"
"S00735",25,"Male",2.91,1182,858,2.85,"Medicine",2,5,4,5,5,2,69500,5,2,"Mid",5,"No","Alto"
"S00737",29,"Other",2.21,1315,476,2.14,"Medicine",3,3,4,9,5,4,71900,10,3,"Entry",2,"No","Alto"
"S00738",21,"Female",3.69,1499,298,3.07,"Medicine",4,7,2,6,3,1,25000,4,1,"Entry",5,"No","Bajo"
"S00739",27,"Female",3.47,1020,557,3.98,"Mathematics",0,5,5,8,2,0,41300,5,4,"Entry",7,"No","Medio"
"S00744",29,"Female",2.51,978,128,2.56,"Mathematics",4,9,4,1,4,3,48300,5,4,"Entry",3,"No","Medio"
"S00747",26,"Male",2.79,970,38,3.75,"Mathematics",0,0,1,6,7,3,62600,7,4,"Entry",8,"No","Alto"
"S00749",28,"Female",3.91,957,198,2.59,"Medicine",3,6,1,10,9,3,45500,2,5,"Executive",10,"No","Medio"
"S00750",23,"Male",3.03,1323,704,2.57,"Mathematics",3,9,3,3,7,5,67700,2,5,"Mid",1,"No","Alto"
"S00755",21,"Female",3.15,1084,519,2.49,"Mathematics",0,3,0,4,2,3,65000,4,1,"Entry",3,"No","Alto"
"S00759",19,"Female",2.44,1020,62,2.77,"Medicine",1,2,1,5,9,1,64300,2,4,"Senior",10,"No","Alto"
"S00761",22,"Male",3.84,1406,601,2.76,"Medicine",1,6,1,7,4,4,33700,8,5,"Entry",7,"Yes","Medio"
"S00764",27,"Male",2.79,1445,647,2.88,"Mathematics",0,7,5,3,9,1,50500,2,4,"Entry",6,"No","Medio"
"S00765",25,"Female",3.01,1326,371,3.23,"Mathematics",0,5,0,3,3,4,38000,1,3,"Entry",4,"No","Medio"
"S00766",19,"Male",2.93,1120,822,2.14,"Medicine",2,5,4,7,8,0,60800,7,2,"Entry",4,"No","Alto"
"S00771",18,"Male",3.77,1259,571,3.73,"Medicine",2,6,5,4,2,3,52100,6,1,"Entry",1,"No","Medio"
"S00773",18,"Female",2.85,1405,235,3.85,"Mathematics",0,3,2,6,5,5,63300,4,1,"Executive",4,"No","Alto"
"S00774",19,"Female",3.03,957,69,2.13,"Mathematics",3,7,5,7,2,4,32700,9,1,"Mid",2,"No","Medio"
"S00777",22,"Male",3.57,1598,8,2.71,"Mathematics",4,9,0,9,5,2,32300,1,4,"Executive",4,"No","Medio"
"S00778",27,"Male",3.53,985,462,2.93,"Medicine",3,3,5,3,1,3,25000,7,5,"Entry",6,"No","Bajo"
"S00782",28,"Male",2.94,1540,385,3.19,"Mathematics",3,4,1,8,2,0,28000,9,3,"Senior",4,"Yes","Bajo"
"S00786",26,"Male",2.28,1208,971,2.53,"Mathematics",1,2,4,4,3,5,31700,6,5,"Entry",9,"No","Medio"
"S00791",23,"Female",2.87,1113,500,3.81,"Mathematics",0,7,1,10,6,1,63400,9,4,"Entry",3,"No","Alto"
"S00797",20,"Male",2.58,904,620,2.51,"Mathematics",0,8,2,3,10,2,54000,4,3,"Mid",2,"No","Medio"
"S00798",22,"Male",2.17,1261,863,2.84,"Medicine",1,9,4,6,5,1,52000,1,3,"Entry",10,"Yes","Medio"
"S00799",24,"Male",3.87,1593,6,3.67,"Medicine",3,2,3,5,7,5,26800,6,4,"Senior",10,"No","Bajo"
"S00802",22,"Male",3.58,1321,997,3.04,"Mathematics",2,5,3,10,4,2,61600,7,3,"Entry",1,"No","Alto"
"S00803",27,"Female",2.65,1164,385,3.82,"Mathematics",4,6,5,10,2,5,39200,10,2,"Entry",6,"No","Medio"
"S00808",26,"Male",3.62,1120,302,3.71,"Mathematics",4,2,1,7,3,0,37000,2,5,"Senior",4,"Yes","Medio"
"S00812",18,"Female",3.06,1319,678,3.31,"Medicine",2,6,2,7,2,5,60200,9,3,"Entry",6,"No","Alto"
"S00817",25,"Female",3.21,1011,780,2.43,"Mathematics",4,9,0,4,6,0,29200,9,2,"Entry",5,"Yes","Bajo"
"S00821",19,"Male",3.78,1461,812,2.5,"Medicine",0,6,5,9,2,4,28400,2,3,"Entry",1,"Yes","Bajo"
"S00823",23,"Female",3.31,1312,265,3.9,"Medicine",1,2,2,4,10,4,72000,2,2,"Mid",8,"No","Alto"
"S00829",23,"Male",3.42,1155,302,3.97,"Medicine",4,8,3,9,7,2,57200,3,1,"Entry",7,"No","Medio"
"S00830",29,"Male",3.9,1302,359,3.22,"Mathematics",4,5,0,7,7,5,30500,5,1,"Mid",3,"Yes","Medio"
"S00834",18,"Female",2.54,1502,52,2.49,"Mathematics",3,2,1,3,1,1,43200,9,1,"Mid",5,"No","Medio"
"S00843",29,"Male",3.92,1112,816,2.72,"Mathematics",0,8,5,6,2,3,25000,7,1,"Entry",4,"No","Bajo"
"S00847",19,"Male",2.71,1561,261,2.07,"Medicine",4,2,5,6,4,3,45900,8,1,"Mid",4,"No","Medio"
"S00855",18,"Male",2.34,1336,81,3.14,"Mathematics",4,4,0,1,3,3,25000,6,2,"Mid",8,"No","Bajo"
"S00856",25,"Male",2.25,1442,923,2.77,"Medicine",4,5,1,8,8,5,82300,2,2,"Entry",9,"No","Alto"
"S00857",29,"Female",3.87,1192,515,2.23,"Medicine",1,8,1,9,6,4,61200,5,5,"Senior",3,"No","Alto"
"S00863",21,"Female",3.54,1171,228,3.2,"Mathematics",1,3,0,3,7,5,35800,10,1,"Entry",7,"No","Medio"
"S00869",29,"Male",2.54,1134,474,2.5,"Medicine",4,4,3,1,2,0,25000,3,2,"Mid",3,"Yes","Bajo"
"S00871",25,"Male",2.54,999,955,2.61,"Medicine",3,0,5,5,10,1,37300,5,2,"Entry",1,"No","Medio"
"S00872",22,"Other",3.71,1043,506,2.65,"Medicine",2,7,0,9,6,0,70600,10,2,"Mid",9,"No","Alto"
"S00874",23,"Female",2.15,1488,615,2.27,"Mathematics",4,8,4,2,1,4,41100,10,2,"Entry",8,"No","Medio"
"S00879",28,"Male",3.13,1412,769,2.75,"Mathematics",3,4,5,8,3,5,63800,1,2,"Entry",5,"No","Alto"
"S00885",23,"Male",3.4,1461,178,3.11,"Medicine",2,5,2,3,1,5,44000,2,2,"Mid",4,"No","Medio"
"S00886",25,"Female",3.44,1271,528,3.16,"Medicine",3,5,0,2,8,3,35500,8,3,"Entry",8,"No","Medio"
"S00887",21,"Male",3.46,979,924,3.71,"Medicine",4,9,2,4,8,1,65500,10,4,"Senior",9,"No","Alto"
"S00889",21,"Female",3.91,1186,375,3.64,"Medicine",1,8,2,4,9,2,55400,9,1,"Mid",8,"Yes","Medio"
"S00890",25,"Female",3.63,1566,598,3.13,"Mathematics",2,7,3,2,1,2,42100,4,1,"Entry",6,"No","Medio"
"S00891",26,"Female",3.81,1471,760,2.6,"Medicine",2,6,2,7,10,2,43300,1,1,"Entry",8,"No","Medio"
"S00898",20,"Male",3.92,1368,465,3.84,"Medicine",4,1,4,9,3,0,56900,1,3,"Entry",6,"Yes","Medio"
"S00904",23,"Other",2.95,1178,480,2.07,"Medicine",1,6,3,8,5,0,67000,6,4,"Mid",1,"No","Alto"
"S00906",23,"Male",2.15,932,979,2.24,"Medicine",1,6,4,8,10,4,53000,6,1,"Senior",4,"No","Medio"
"S00907",18,"Female",3,1175,460,2.83,"Medicine",3,6,4,3,3,4,56000,9,1,"Entry",6,"No","Medio"
"S00913",18,"Female",2.13,1357,708,3.42,"Medicine",2,1,5,9,9,3,50400,10,5,"Senior",6,"No","Medio"
"S00914",27,"Male",2.8,1298,316,2.84,"Medicine",3,6,0,6,2,2,43500,9,3,"Executive",4,"No","Medio"
"S00924",27,"Female",2.53,1270,88,3.25,"Medicine",0,0,3,6,7,5,50500,10,1,"Entry",4,"No","Medio"
"S00930",21,"Male",3.47,1489,471,2.81,"Medicine",1,2,5,7,5,0,54100,10,1,"Entry",2,"Yes","Medio"
"S00933",27,"Male",3.86,1115,354,3.1,"Mathematics",2,3,5,2,1,2,58900,1,5,"Entry",2,"No","Medio"
"S00936",25,"Male",2.73,982,600,3.03,"Mathematics",2,1,0,2,8,5,52300,3,5,"Mid",7,"No","Medio"
"S00937",19,"Male",2.04,1290,682,2.08,"Medicine",2,5,3,2,5,5,72700,9,4,"Executive",2,"No","Alto"
"S00939",28,"Female",2.99,1291,89,2.01,"Mathematics",2,2,0,10,7,0,25100,2,2,"Entry",2,"No","Bajo"
"S00941",20,"Female",2.67,1280,190,2.82,"Mathematics",4,9,4,7,5,4,56900,4,5,"Entry",3,"No","Medio"
"S00944",24,"Male",3.41,1503,348,3.22,"Mathematics",4,8,5,4,2,3,25000,9,4,"Entry",6,"No","Bajo"
"S00945",28,"Male",2.99,1298,844,3.22,"Mathematics",1,1,0,3,4,2,37600,3,4,"Mid",5,"Yes","Medio"
"S00947",19,"Male",2.98,1400,176,3.67,"Mathematics",3,0,4,3,10,2,59400,5,3,"Entry",8,"No","Medio"
"S00952",26,"Male",3.27,1244,554,2.56,"Medicine",1,4,0,3,3,2,68600,2,3,"Entry",2,"No","Alto"
"S00953",24,"Male",2.5,909,483,3.34,"Mathematics",4,2,5,6,9,2,56400,7,3,"Mid",4,"Yes","Medio"
"S00956",27,"Female",2.65,1529,169,2.18,"Mathematics",3,7,4,8,1,0,51300,8,5,"Entry",10,"No","Medio"
"S00961",23,"Male",2.91,1195,437,3.94,"Medicine",0,4,2,4,3,0,42800,5,2,"Mid",1,"No","Medio"
"S00967",26,"Female",2.59,1382,860,3.09,"Mathematics",3,3,4,8,4,4,51800,2,2,"Mid",3,"No","Medio"
"S00971",26,"Female",2.62,1540,864,2.26,"Mathematics",0,3,1,1,6,1,34400,6,2,"Mid",4,"Yes","Medio"
"S00973",21,"Male",3.33,1196,140,2.13,"Medicine",2,7,3,10,1,3,33000,2,3,"Senior",4,"No","Medio"
"S00976",25,"Female",2.67,1233,225,2.52,"Mathematics",2,4,5,6,8,0,49900,10,3,"Mid",5,"Yes","Medio"
"S00977",25,"Male",2.58,1422,558,3.78,"Mathematics",4,5,1,2,5,0,56900,8,3,"Entry",1,"No","Medio"
"S00981",27,"Male",2.84,1061,386,2.23,"Medicine",4,2,4,5,1,3,51400,1,5,"Entry",4,"No","Medio"
"S00988",28,"Female",3.64,1472,71,2.4,"Medicine",3,4,5,5,9,5,58300,1,5,"Entry",4,"No","Medio"
"S00993",26,"Female",3.08,1060,90,2.97,"Medicine",0,4,2,5,4,1,89300,1,1,"Senior",9,"No","Alto"
"S00994",18,"Female",3.13,1352,430,3.67,"Medicine",1,7,1,8,1,1,50100,1,1,"Entry",6,"No","Medio"
"S01006",24,"Male",2.28,1564,280,2.81,"Mathematics",4,7,5,2,1,5,36300,10,3,"Entry",8,"Yes","Medio"
"S01007",20,"Male",2.5,928,24,2.05,"Mathematics",0,2,0,1,1,3,52000,1,2,"Entry",10,"No","Medio"
"S01011",21,"Male",2.53,1278,786,2.98,"Mathematics",2,9,3,6,3,5,77800,4,2,"Entry",5,"No","Alto"
"S01012",25,"Female",2.7,972,652,2.13,"Mathematics",1,3,1,5,3,1,62900,5,1,"Entry",5,"Yes","Alto"
"S01013",23,"Male",3.42,1153,297,2.97,"Medicine",2,0,4,3,3,3,63600,4,3,"Entry",5,"No","Alto"
"S01015",21,"Other",3.11,1449,944,3.43,"Mathematics",2,9,3,2,3,5,51000,3,1,"Mid",9,"No","Medio"
"S01019",23,"Male",3.3,1320,720,2.5,"Mathematics",2,6,5,4,4,1,40500,3,5,"Senior",10,"No","Medio"
"S01020",23,"Female",3.45,1345,996,2.36,"Medicine",1,0,5,3,4,5,47000,2,3,"Entry",10,"No","Medio"
"S01029",27,"Male",2.68,1426,84,2.99,"Mathematics",4,9,1,7,7,3,82300,9,1,"Entry",6,"No","Alto"
"S01031",29,"Male",3.39,1244,991,3.54,"Medicine",2,3,0,7,6,4,70700,9,2,"Executive",10,"No","Alto"
"S01032",22,"Male",3.53,916,680,2.26,"Mathematics",1,7,2,4,7,1,33500,8,3,"Executive",9,"No","Medio"
"S01034",27,"Female",3.43,1546,375,3.64,"Medicine",3,7,1,3,2,4,60700,5,5,"Entry",9,"No","Alto"
"S01043",18,"Female",3.69,1086,686,2.41,"Mathematics",3,5,3,10,1,5,71300,3,4,"Executive",1,"No","Alto"
"S01047",28,"Female",3.5,1348,51,2.67,"Mathematics",1,7,0,10,1,0,80600,6,5,"Mid",10,"Yes","Alto"
"S01048",21,"Female",3.73,1593,377,2.04,"Mathematics",4,3,2,6,8,2,70000,2,5,"Entry",9,"No","Alto"
"S01050",20,"Female",3.71,1080,73,3.28,"Medicine",1,2,5,1,6,1,56900,5,3,"Entry",3,"No","Medio"
"S01056",22,"Female",3.58,1548,775,3.58,"Mathematics",4,5,4,5,8,2,58400,1,4,"Mid",8,"No","Medio"
"S01058",27,"Female",2.33,1110,981,3.81,"Medicine",2,1,2,4,7,2,72800,4,5,"Entry",1,"No","Alto"
"S01059",29,"Female",3.71,1557,742,3.84,"Mathematics",2,4,5,9,3,0,47000,3,3,"Entry",7,"No","Medio"
"S01063",21,"Female",2.84,923,143,3.12,"Medicine",2,8,3,2,5,3,85700,4,3,"Entry",2,"No","Alto"
"S01065",22,"Male",2.57,1501,445,3.55,"Medicine",3,3,1,3,3,2,41500,10,5,"Entry",4,"No","Medio"
"S01066",26,"Female",3.01,1517,824,2.81,"Medicine",2,8,1,10,8,2,34900,4,3,"Mid",9,"Yes","Medio"
"S01070",25,"Male",3.16,1300,848,2.28,"Mathematics",0,8,4,5,7,0,79800,7,5,"Entry",7,"No","Alto"
"S01072",24,"Male",2.38,1411,715,3.08,"Mathematics",1,8,2,3,3,3,60700,1,3,"Entry",5,"No","Alto"
"S01079",22,"Male",3.75,1457,437,2.63,"Mathematics",1,2,3,6,5,0,80700,6,5,"Entry",3,"No","Alto"
"S01080",25,"Female",2.6,1590,718,3.42,"Mathematics",0,6,1,5,10,3,62800,7,1,"Mid",1,"No","Alto"
"S01081",28,"Male",2.02,1167,564,2.32,"Medicine",2,2,3,5,8,1,44700,8,2,"Mid",10,"No","Medio"
"S01088",25,"Male",2.53,1139,399,2.99,"Mathematics",1,7,1,2,6,4,59800,4,4,"Entry",2,"No","Medio"
"S01093",26,"Female",2.47,1286,289,2.45,"Mathematics",3,2,2,1,3,4,54300,4,2,"Mid",8,"No","Medio"
"S01094",22,"Male",3.45,1293,841,2.9,"Medicine",3,4,4,9,7,2,40200,7,1,"Mid",4,"No","Medio"
"S01097",22,"Male",2.02,1169,388,2.75,"Medicine",1,1,1,7,10,3,70200,10,1,"Entry",5,"No","Alto"
"S01098",22,"Male",2.92,1048,784,3.72,"Medicine",4,4,2,2,7,5,66900,3,2,"Entry",2,"No","Alto"
"S01102",27,"Female",2.59,1319,313,2.98,"Mathematics",2,8,1,4,3,2,63900,2,2,"Entry",1,"No","Alto"
"S01103",21,"Male",3.12,1179,40,3.36,"Mathematics",0,0,4,7,10,0,55400,5,5,"Entry",2,"No","Medio"
"S01113",23,"Female",3.51,960,515,3.38,"Medicine",0,6,2,1,6,5,77600,2,3,"Senior",5,"No","Alto"
"S01116",18,"Female",2.14,1198,255,2.03,"Medicine",3,7,4,7,7,0,42400,8,2,"Entry",5,"Yes","Medio"
"S01117",26,"Male",3.2,1314,737,2.29,"Mathematics",1,4,1,2,5,3,44200,1,2,"Entry",7,"No","Medio"
"S01119",18,"Male",3.06,1448,535,3.29,"Medicine",1,8,1,10,7,3,39600,8,1,"Entry",2,"No","Medio"
"S01124",25,"Female",2.8,1319,17,2.8,"Mathematics",2,9,5,7,1,0,52600,7,1,"Entry",2,"No","Medio"
"S01131",24,"Female",3.65,1177,391,3.77,"Medicine",2,5,2,2,2,3,56400,3,1,"Entry",9,"No","Medio"
"S01133",25,"Male",3.4,1489,846,3.39,"Mathematics",2,5,3,2,2,5,43400,7,5,"Entry",7,"No","Medio"
"S01136",18,"Male",2.59,1235,655,3.86,"Medicine",1,0,2,5,9,1,32700,9,1,"Entry",5,"Yes","Medio"
"S01140",21,"Male",3.43,1127,80,3.63,"Mathematics",3,3,5,10,9,1,38200,1,1,"Mid",9,"No","Medio"
"S01147",18,"Male",3.94,1409,272,2.7,"Mathematics",4,6,5,9,6,2,47600,4,1,"Senior",9,"No","Medio"
"S01149",23,"Male",2.65,1326,5,2.19,"Medicine",2,4,2,9,1,1,41100,7,3,"Entry",10,"No","Medio"
"S01152",22,"Female",3.25,1467,629,2.1,"Mathematics",4,4,5,9,1,3,69900,4,3,"Mid",5,"Yes","Alto"
"S01153",28,"Female",2.29,1260,690,2.24,"Mathematics",1,8,4,5,6,0,44200,4,4,"Entry",8,"No","Medio"
"S01155",18,"Female",3.72,1078,747,3.68,"Medicine",2,8,4,7,8,4,65600,8,2,"Executive",8,"No","Alto"
"S01167",28,"Male",3.85,1524,84,2.97,"Medicine",4,3,5,8,1,5,56000,5,4,"Entry",8,"No","Medio"
"S01168",20,"Male",3.82,1474,290,2.5,"Mathematics",3,3,2,7,5,3,60200,9,5,"Entry",7,"No","Alto"
"S01169",20,"Female",3.02,1271,71,2.34,"Medicine",4,2,5,9,2,1,50300,10,1,"Senior",6,"No","Medio"
"S01179",25,"Female",2.56,1212,863,2.75,"Mathematics",1,2,0,3,1,5,66200,7,2,"Entry",6,"No","Alto"
"S01180",23,"Female",2.21,1192,434,2.16,"Medicine",4,5,5,2,10,1,40000,10,2,"Entry",8,"No","Medio"
"S01183",24,"Female",3.23,955,681,2.57,"Medicine",0,2,4,1,6,5,37200,8,3,"Mid",1,"No","Medio"
"S01185",28,"Male",3.8,1103,572,2.3,"Mathematics",1,6,1,4,8,5,44900,6,1,"Entry",7,"No","Medio"
"S01189",19,"Female",2.2,1142,702,2.08,"Medicine",1,5,1,2,3,2,48600,3,2,"Entry",6,"No","Medio"
"S01191",18,"Male",3,1373,340,2.8,"Medicine",1,8,1,1,9,2,54800,7,5,"Mid",2,"No","Medio"
"S01192",25,"Female",2.09,1426,793,2.96,"Mathematics",0,3,5,10,9,3,51600,7,2,"Entry",7,"No","Medio"
"S01193",29,"Female",2.7,1555,744,3.09,"Mathematics",1,6,5,7,7,1,36200,3,3,"Entry",6,"Yes","Medio"
"S01197",21,"Female",2.99,1162,275,2.63,"Mathematics",2,1,3,8,6,0,40300,5,2,"Mid",4,"No","Medio"
"S01198",21,"Male",2.86,1084,825,3.66,"Mathematics",2,3,5,7,6,0,44300,1,3,"Entry",1,"Yes","Medio"
"S01210",25,"Female",2.32,906,397,3.76,"Mathematics",4,6,4,10,6,1,25000,8,5,"Senior",4,"No","Bajo"
"S01212",23,"Male",3.06,1318,794,2.81,"Mathematics",0,8,4,6,7,4,59900,6,1,"Mid",4,"No","Medio"
"S01213",28,"Male",2.15,1371,500,3.81,"Mathematics",0,8,1,1,8,5,51400,2,3,"Mid",6,"No","Medio"
"S01215",18,"Female",3.25,1175,133,3.96,"Mathematics",4,0,5,4,8,3,53200,5,1,"Entry",1,"No","Medio"
"S01217",22,"Female",2.94,1507,433,2.9,"Medicine",4,1,2,7,3,2,46700,3,2,"Mid",8,"No","Medio"
"S01222",26,"Female",3.22,1447,583,2.87,"Medicine",2,5,2,6,2,4,57800,3,1,"Mid",3,"No","Medio"
"S01230",22,"Male",3.9,1072,298,3.68,"Mathematics",1,5,1,3,1,3,63000,10,4,"Mid",7,"No","Alto"
"S01231",26,"Male",2.16,1200,117,2.68,"Medicine",3,5,4,2,10,4,54100,10,5,"Entry",4,"No","Medio"
"S01237",26,"Male",3.27,1410,680,2.46,"Mathematics",3,3,5,10,9,0,38600,9,4,"Entry",8,"No","Medio"
"S01247",28,"Male",2.29,1558,280,2.07,"Medicine",0,0,2,5,6,1,59700,5,4,"Senior",9,"No","Medio"
"S01248",19,"Female",2.07,1010,499,2.52,"Mathematics",2,9,0,3,6,4,50500,8,3,"Entry",5,"No","Medio"
"S01249",28,"Female",2.94,1257,836,2.43,"Mathematics",0,2,0,5,5,1,53200,10,5,"Mid",9,"No","Medio"
"S01250",18,"Female",3.91,1137,436,3.73,"Mathematics",3,4,2,3,9,1,77800,8,1,"Entry",4,"Yes","Alto"
"S01253",29,"Male",3.47,924,687,3.91,"Mathematics",0,2,3,2,3,4,25000,10,2,"Executive",5,"No","Bajo"
"S01255",20,"Male",3.29,1595,969,3.97,"Medicine",3,0,0,1,9,4,38700,2,4,"Entry",9,"No","Medio"
"S01259",24,"Female",3.39,1022,978,2.94,"Mathematics",3,5,4,9,5,2,49600,2,2,"Mid",8,"No","Medio"
"S01260",21,"Other",3.17,1396,612,3.79,"Medicine",2,3,2,10,8,2,35100,7,2,"Entry",9,"Yes","Medio"
"S01261",23,"Female",3.67,954,595,3.12,"Medicine",3,6,2,3,2,4,53700,5,2,"Entry",4,"No","Medio"
"S01262",22,"Male",2.14,1062,280,2.58,"Medicine",0,5,0,9,8,5,59400,6,1,"Senior",1,"No","Medio"
"S01266",28,"Female",2.68,982,513,3.15,"Mathematics",0,2,4,9,7,1,52500,10,1,"Entry",5,"No","Medio"
"S01268",27,"Male",3.78,1012,419,3.69,"Mathematics",2,6,3,5,6,0,61700,5,3,"Mid",9,"Yes","Alto"
"S01271",22,"Female",2.8,1182,658,2.17,"Medicine",0,2,5,9,1,3,44500,9,1,"Mid",10,"No","Medio"
"S01272",18,"Female",2.2,1186,462,2.94,"Mathematics",4,3,4,10,1,3,45600,9,3,"Mid",9,"No","Medio"
"S01274",18,"Female",2.1,1064,202,2.72,"Medicine",4,4,5,3,10,5,59300,8,4,"Entry",5,"No","Medio"
"S01278",21,"Male",3.49,1238,222,3.28,"Medicine",3,9,4,5,4,3,59500,6,5,"Entry",1,"No","Medio"
"S01279",23,"Other",2.1,1411,79,2.27,"Mathematics",3,5,2,7,5,5,72100,3,2,"Mid",1,"No","Alto"
"S01280",23,"Female",2.44,1165,200,2.29,"Mathematics",2,9,1,10,2,0,58300,8,5,"Entry",1,"No","Medio"
"S01289",25,"Female",2.71,1228,813,3.87,"Medicine",3,9,5,9,2,4,33200,10,3,"Entry",7,"No","Medio"
"S01291",18,"Female",3.02,1095,52,2.12,"Mathematics",3,7,0,4,2,3,50400,1,4,"Entry",6,"No","Medio"
"S01292",25,"Male",2.26,1488,967,2.34,"Medicine",3,6,3,8,6,1,74100,3,4,"Mid",6,"No","Alto"
"S01293",20,"Female",3.48,1430,624,3.51,"Mathematics",3,9,3,7,5,2,57200,2,1,"Entry",2,"Yes","Medio"
"S01297",19,"Female",3,1126,470,3.56,"Medicine",1,2,5,3,6,1,25000,1,5,"Entry",2,"No","Bajo"
"S01301",18,"Male",2.04,1275,745,3.56,"Medicine",3,7,4,8,5,5,30800,10,5,"Entry",4,"No","Medio"
"S01306",18,"Female",3.55,1221,261,3.87,"Medicine",2,6,2,3,4,4,46300,7,1,"Entry",2,"No","Medio"
"S01309",24,"Female",2.41,1387,388,3.21,"Medicine",0,9,3,1,5,3,69600,6,3,"Entry",4,"No","Alto"
"S01316",18,"Male",3.72,1203,804,3.82,"Medicine",2,3,4,9,2,3,39600,10,1,"Senior",1,"No","Medio"
"S01319",29,"Male",3.44,1150,951,3.63,"Medicine",4,7,2,9,9,4,61300,1,5,"Mid",7,"No","Alto"
"S01320",19,"Female",2.38,906,931,2.9,"Mathematics",3,3,1,4,3,4,25000,6,1,"Senior",7,"No","Bajo"
"S01323",18,"Male",2.78,1044,593,2.73,"Mathematics",3,7,1,7,3,4,27600,4,1,"Mid",2,"Yes","Bajo"
"S01324",26,"Female",3.48,1315,573,2.28,"Mathematics",1,8,4,6,8,5,72000,8,1,"Entry",9,"No","Alto"
"S01332",26,"Male",3.39,1572,727,3.73,"Mathematics",2,1,2,6,1,3,41400,4,4,"Senior",10,"No","Medio"
"S01338",25,"Female",2.04,1196,283,3.18,"Mathematics",2,4,0,1,3,0,62800,2,4,"Mid",3,"No","Alto"
"S01346",22,"Female",3.34,1509,593,2.67,"Mathematics",0,0,0,6,4,3,56900,2,5,"Mid",5,"No","Medio"
"S01347",23,"Female",3.56,1499,255,2.69,"Mathematics",0,0,0,6,2,4,47500,8,4,"Entry",3,"No","Medio"
"S01351",24,"Male",2.57,1040,974,3.75,"Mathematics",1,3,0,10,9,5,51100,3,2,"Mid",5,"No","Medio"
"S01353",24,"Male",2.5,1036,42,3.99,"Medicine",0,2,0,5,1,2,58200,10,5,"Senior",4,"No","Medio"
"S01357",20,"Female",3.89,1066,384,2.44,"Medicine",1,6,3,9,4,5,53700,5,2,"Entry",9,"No","Medio"
"S01360",29,"Female",3.63,964,966,2.52,"Mathematics",4,1,3,9,8,0,54400,10,3,"Mid",9,"No","Medio"
"S01363",18,"Male",2.53,1332,733,3.94,"Medicine",1,3,3,1,8,1,47600,2,4,"Entry",7,"Yes","Medio"
"S01382",21,"Male",2.05,1384,165,2.14,"Medicine",1,3,2,6,5,4,53800,9,2,"Mid",3,"No","Medio"
"S01385",29,"Female",3.11,917,656,2.65,"Medicine",4,5,0,3,1,5,41100,4,2,"Mid",4,"No","Medio"
"S01388",27,"Male",2.6,1345,940,3.88,"Mathematics",1,7,1,4,6,3,62800,10,4,"Mid",10,"Yes","Alto"
"S01392",18,"Male",2.88,1015,716,3.52,"Mathematics",3,5,2,3,3,5,49800,2,3,"Mid",3,"Yes","Medio"
"S01393",19,"Male",2.79,973,814,3,"Medicine",3,1,2,10,6,4,48800,4,2,"Mid",9,"Yes","Medio"
"S01396",26,"Female",3.1,1015,806,3.84,"Medicine",0,7,4,9,10,2,41500,9,1,"Entry",1,"No","Medio"
"S01398",19,"Female",3.49,1592,475,3.77,"Medicine",0,3,1,1,9,3,47000,6,1,"Mid",10,"No","Medio"
"S01400",24,"Other",3.62,1063,462,3.67,"Mathematics",3,2,4,5,6,4,36200,7,3,"Executive",8,"No","Medio"
"S01403",23,"Female",3.43,1025,162,3.84,"Mathematics",1,0,2,3,1,0,45100,2,2,"Entry",2,"No","Medio"
"S01408",19,"Male",2.9,1274,892,2.44,"Mathematics",2,7,2,6,9,0,60300,6,5,"Senior",7,"No","Alto"
"S01418",23,"Other",2.54,1449,89,2.87,"Medicine",0,9,5,8,8,1,45700,4,5,"Entry",1,"No","Medio"
